sample;site;%_seagrass;%_algae;%_epiphyte;shoot_density;Cr;Cs;Hu;Ho;Th;Tc;Ea;Si;Hs;sand;species;diversity;evenness;canopy;leaf;width;no_leaves1
7;Chapwani;28.00;0.00;2.00;192.00;16.80;0.00;11.20;0.00;0.00;0.00;0.00;0.00;0.00;72.00;2.00;1.92;0.96;8.33;8.33;0.50;3.00
7;Chapwani;23.00;2.00;1.00;172.00;11.50;0.00;11.50;0.00;0.00;0.00;0.00;0.00;0.00;77.00;2.00;2.00;1.00;8.33;8.33;0.50;3.00
7;Chapwani;43.00;6.00;1.00;176.00;30.10;0.00;12.90;0.00;0.00;0.00;0.00;0.00;0.00;57.00;2.00;1.72;0.86;7.33;7.33;0.50;3.00
7;Chapwani;12.00;0.00;2.00;212.00;0.00;0.00;12.00;0.00;0.00;0.00;0.00;0.00;0.00;88.00;1.00;1.00;1.00;8.33;8.33;0.50;4.00
7;Chapwani;32.00;7.00;2.00;204.00;22.40;0.00;9.60;0.00;0.00;0.00;0.00;0.00;0.00;68.00;2.00;1.72;0.86;8.67;8.67;0.50;3.00
7;Chapwani;43.00;5.00;2.00;188.00;34.40;0.00;8.60;0.00;0.00;0.00;0.00;0.00;0.00;57.00;2.00;1.47;0.74;8.00;8.00;0.50;4.00
8;Chapwani;75.00;0.00;0.00;88.00;0.00;52.50;0.00;0.00;0.00;0.00;0.00;22.50;0.00;25.00;2.00;1.72;0.86;25.00;25.00;1.20;3.00
8;Chapwani;75.00;0.00;0.00;104.00;0.00;45.00;0.00;0.00;0.00;0.00;0.00;30.00;0.00;25.00;2.00;1.92;0.96;28.00;28.00;0.90;4.00
8;Chapwani;70.00;0.00;0.00;112.00;0.00;35.00;0.00;0.00;0.00;0.00;0.00;35.00;0.00;30.00;2.00;2.00;1.00;21.33;21.33;1.27;4.00
8;Chapwani;80.00;0.00;0.00;96.00;0.00;56.00;0.00;0.00;0.00;0.00;0.00;24.00;0.00;20.00;2.00;1.72;0.86;26.33;26.33;1.00;4.00
8;Chapwani;80.00;0.00;0.00;88.00;0.00;56.00;0.00;0.00;0.00;0.00;0.00;24.00;0.00;20.00;2.00;1.72;0.86;22.00;22.00;1.30;3.00
8;Chapwani;70.00;0.00;0.00;80.00;0.00;45.50;0.00;0.00;0.00;0.00;0.00;24.50;0.00;30.00;2.00;1.83;0.92;23.33;23.33;0.87;3.00
8;Chapwani;70.00;0.00;0.00;112.00;0.00;42.00;0.00;0.00;21.00;0.00;0.00;7.00;0.00;30.00;3.00;2.17;0.72;20.00;20.00;1.33;3.00
8;Chapwani;68.00;0.00;0.00;104.00;0.00;20.40;0.00;0.00;40.80;0.00;0.00;6.80;0.00;32.00;3.00;2.17;0.72;20.00;20.00;0.87;2.00
8;Chapwani;50.00;0.00;0.00;84.00;0.00;25.00;0.00;0.00;20.00;0.00;0.00;5.00;0.00;50.00;3.00;2.38;0.79;27.00;27.00;0.87;3.00
8;Chapwani;68.00;0.00;0.00;76.00;0.00;40.80;0.00;0.00;20.40;0.00;0.00;6.80;0.00;32.00;3.00;2.17;0.72;27.33;27.33;0.93;4.00
8;Chapwani;56.00;0.00;0.00;80.00;0.00;39.20;0.00;0.00;11.20;0.00;0.00;5.60;0.00;44.00;3.00;1.85;0.62;30.00;30.00;1.27;5.00
8;Chapwani;63.00;0.00;0.00;108.00;0.00;40.95;0.00;0.00;15.75;0.00;0.00;6.30;0.00;37.00;3.00;2.02;0.67;25.00;25.00;0.53;4.00
8;Chapwani;58.00;0.00;0.00;80.00;0.00;23.20;0.00;0.00;23.20;0.00;0.00;11.60;0.00;42.00;3.00;2.78;0.93;20.33;20.33;1.33;4.00
8;Chapwani;64.00;0.00;0.00;108.00;0.00;38.40;0.00;0.00;25.60;0.00;0.00;0.00;0.00;36.00;2.00;1.92;0.96;24.67;24.67;1.00;3.00
8;Chapwani;50.00;0.00;0.00;92.00;0.00;25.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;50.00;2.00;2.00;1.00;19.33;19.33;1.37;4.00
8;Chapwani;69.00;0.00;0.00;104.00;0.00;41.40;0.00;0.00;20.70;0.00;0.00;6.90;0.00;31.00;3.00;2.17;0.72;22.00;22.00;0.87;3.00
8;Chapwani;68.00;0.00;0.00;108.00;0.00;47.60;0.00;0.00;0.00;0.00;0.00;20.40;0.00;32.00;2.00;1.72;0.86;25.33;25.33;1.20;4.00
8;Chapwani;10.00;0.00;0.00;16.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;0.00;0.00;90.00;1.00;1.00;1.00;8.67;8.67;0.80;3.00
8;Chapwani;55.00;0.00;0.00;96.00;0.00;33.00;0.00;0.00;22.00;0.00;0.00;0.00;0.00;45.00;2.00;1.92;0.96;22.67;22.67;1.20;4.00
8;Chapwani;50.00;0.00;0.00;88.00;0.00;20.00;0.00;0.00;25.00;0.00;0.00;5.00;0.00;50.00;3.00;2.38;0.79;23.33;23.33;1.23;4.00
8;Chapwani;67.00;0.00;0.00;96.00;0.00;26.80;0.00;0.00;26.80;0.00;0.00;13.40;0.00;33.00;3.00;2.78;0.93;25.00;25.00;0.97;3.00
8;Chapwani;65.00;0.00;0.00;92.00;0.00;26.00;0.00;0.00;19.50;0.00;0.00;19.50;0.00;35.00;3.00;2.94;0.98;25.67;25.67;1.27;4.00
9;Chapwani;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.67;8.67;1.50;6.00
9;Chapwani;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;39.33;7.00;1.50;7.00
9;Chapwani;100.00;0.00;0.00;68.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;44.67;9.00;1.50;7.00
9;Chapwani;100.00;0.00;0.00;68.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;48.67;8.00;1.50;8.00
9;Chapwani;100.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;54.33;7.00;1.50;7.00
9;Chapwani;100.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.67;7.67;1.50;6.00
9;Chapwani;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;47.00;10.33;1.50;7.00
9;Chapwani;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;48.33;7.67;1.50;7.00
9;Chapwani;100.00;0.00;0.00;68.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;35.67;7.67;1.50;8.00
9;Chapwani;100.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.00;7.67;1.50;8.00
9;Chapwani;100.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;52.00;9.00;1.50;8.00
9;Chapwani;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.67;8.67;1.50;7.00
9;Chapwani;100.00;0.00;0.00;72.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;47.67;7.33;1.50;6.00
9;Chapwani;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;48.33;9.00;1.50;6.00
9;Chapwani;100.00;0.00;0.00;72.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.33;7.33;1.50;6.00
9;Chapwani;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;53.00;8.33;1.50;7.00
9;Chapwani;100.00;0.00;0.00;108.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;47.67;6.33;1.50;6.00
9;Chapwani;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;44.00;8.33;1.50;7.00
9;Chapwani;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;43.00;9.00;1.50;7.00
9;Chapwani;100.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;51.00;7.67;1.50;7.00
9;Chapwani;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;36.33;8.67;1.50;8.00
9;Chapwani;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;52.33;8.00;1.50;7.00
10;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.67;10.00;1.50;5.00
10;Changuu;100.00;0.00;0.00;112.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.33;11.33;1.50;4.00
10;Changuu;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.67;9.67;1.50;5.00
10;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.33;9.33;1.50;6.00
10;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.67;11.00;1.50;3.00
10;Changuu;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.33;9.00;1.50;5.00
10;Changuu;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.33;10.33;1.50;5.00
10;Changuu;100.00;0.00;0.00;108.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.67;11.00;1.50;6.00
10;Changuu;100.00;0.00;0.00;112.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.33;11.33;1.50;6.00
10;Changuu;100.00;0.00;0.00;112.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.33;10.00;1.50;5.00
10;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.33;10.67;1.50;3.00
10;Changuu;100.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.67;11.00;1.50;6.00
10;Changuu;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.00;9.67;1.50;5.00
10;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;40.67;11.67;1.50;5.00
10;Changuu;100.00;0.00;0.00;112.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.67;11.00;1.50;6.00
10;Changuu;100.00;0.00;0.00;108.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.67;10.67;1.50;5.00
10;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.33;9.67;1.50;3.00
10;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.00;10.67;1.50;5.00
10;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.67;9.67;1.50;6.00
10;Changuu;100.00;0.00;0.00;112.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.00;11.67;1.50;7.00
10;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.33;11.00;1.50;5.00
10;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.67;10.00;1.50;6.00
11;Changuu;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;37.33;8.00;1.50;6.00
11;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;37.67;8.33;1.50;6.00
11;Changuu;100.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.33;8.67;1.50;5.00
11;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;37.00;9.67;1.50;6.00
11;Changuu;100.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;36.67;9.67;1.50;6.00
11;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;36.33;9.33;1.50;7.00
11;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.00;7.00;1.50;6.00
11;Changuu;100.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;37.00;7.67;1.50;6.00
11;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;39.00;7.33;1.50;5.00
11;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;37.33;8.00;1.50;5.00
11;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;37.00;8.00;1.50;5.00
11;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.00;9.00;1.50;6.00
11;Changuu;100.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.00;7.00;1.50;6.00
11;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.67;9.67;1.50;6.00
11;Changuu;100.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;36.67;9.67;1.50;6.00
11;Changuu;100.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;37.00;9.67;1.50;7.00
11;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.00;8.33;1.50;7.00
11;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.00;8.67;1.50;6.00
11;Changuu;100.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;37.33;9.33;1.50;5.00
11;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.67;8.33;1.50;5.00
11;Changuu;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.33;8.67;1.50;4.00
11;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.67;9.33;1.50;5.00
12;Changuu;100.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;26.33;9.67;1.50;7.00
12;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;31.00;10.67;1.50;6.00
12;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;23.00;9.00;1.50;5.00
12;Changuu;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;28.33;9.00;1.50;7.00
12;Changuu;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;29.67;8.00;1.50;5.00
12;Changuu;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;29.33;8.00;1.50;5.00
12;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;29.67;9.33;1.50;5.00
12;Changuu;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;28.33;11.33;1.50;6.00
12;Changuu;100.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;31.33;10.00;1.50;4.00
12;Changuu;100.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;34.33;10.00;1.50;4.00
12;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;33.33;10.00;1.50;4.00
12;Changuu;100.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;26.67;11.00;1.50;5.00
12;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;30.67;8.33;1.50;6.00
12;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;30.00;7.33;1.50;6.00
12;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;28.33;10.67;1.50;5.00
12;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;29.33;10.00;1.50;4.00
12;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;29.33;9.67;1.50;5.00
12;Changuu;100.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;30.67;8.00;1.50;6.00
12;Changuu;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;25.33;8.33;1.50;6.00
12;Changuu;100.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;29.00;10.00;1.50;7.00
12;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;28.33;9.33;1.50;7.00
12;Changuu;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;29.67;12.00;1.50;6.00
13;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.67;10.00;1.50;5.00
13;Changuu;100.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.00;8.00;1.50;5.00
13;Changuu;95.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;95.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;37.33;9.33;1.50;8.00
13;Changuu;100.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;37.67;10.00;1.50;8.00
13;Changuu;90.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;90.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;39.67;8.00;1.50;6.00
13;Changuu;100.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;39.67;10.00;1.50;6.00
13;Changuu;100.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;34.67;8.33;1.50;8.00
13;Changuu;100.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;37.00;9.33;1.50;8.00
13;Changuu;100.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;36.67;10.00;1.50;6.00
13;Changuu;90.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;90.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;37.00;9.33;1.50;8.00
13;Changuu;80.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;36.67;8.67;1.50;5.00
13;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.00;9.67;1.50;5.00
13;Changuu;90.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;0.00;90.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;37.67;8.33;1.50;5.00
13;Changuu;100.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;37.67;9.00;1.50;6.00
13;Changuu;90.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;90.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;40.67;9.33;1.50;7.00
13;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;37.33;10.00;1.50;8.00
13;Changuu;95.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;95.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;37.33;9.33;1.50;5.00
13;Changuu;100.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;35.33;9.00;1.50;8.00
13;Changuu;100.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;39.00;9.67;1.50;6.00
13;Changuu;90.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;90.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;36.33;10.00;1.50;5.00
13;Changuu;95.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;95.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;38.67;10.33;1.50;8.00
13;Changuu;90.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;90.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;36.00;9.33;1.50;5.00
14;Changuu;90.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;90.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;27.67;9.33;1.50;4.00
14;Changuu;95.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;95.00;0.00;0.00;0.00;5.00;1.00;1.00;1.00;27.00;10.00;1.50;5.00
14;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;26.00;8.33;1.50;5.00
14;Changuu;100.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;27.33;9.00;1.50;4.00
14;Changuu;90.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;90.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;25.67;8.00;1.50;4.00
14;Changuu;100.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;28.33;8.67;1.50;6.00
14;Changuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;27.67;8.00;1.50;6.00
14;Changuu;100.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;27.33;10.67;1.50;6.00
14;Changuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;25.67;10.33;1.50;7.00
14;Changuu;90.00;0.00;0.00;72.00;0.00;0.00;0.00;0.00;0.00;90.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;25.33;9.67;1.50;5.00
14;Changuu;100.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;26.33;8.33;1.50;7.00
14;Changuu;100.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;26.00;9.33;1.50;4.00
14;Changuu;100.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;28.00;12.00;1.50;5.00
14;Changuu;90.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;90.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;26.33;7.67;1.50;6.00
